job_id,company,company_rating,location,company_size,employment_type,industry,sector,revenue,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,scrapped_date,salary_avg_estimate_yr,job_state,desc_len,simple_job_title,generated_skills,simple_skills,num_keywords
1009124521273,AeroGuard Flight Training Center,3.2,"Phoenix, AZ",201 to 500 Employees,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,3.3,2.5,3.1,2.8,2.6,2024-02-16,77500.0,AZ,3196,Data Analyst,"['{""key_words"": [""Business data Analytics"", ""SQL"", ""MS Excel"", ""MS Access"", ""Power Bi"", ""MS Word"", ""Analytical skills"", ""Organizational skills""]}']","{""key_words"": [""Business data Analytics"", ""SQL"", ""MS Excel"", ""MS Access"", ""Power Bi"", ""MS Word"", ""Analytical skills"", ""Organizational skills""]}",8
1009127741145,A3 Freight Payment,,Remote,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,65000.0,Remote,1745,Data Analyst,"['{""key_words"": [""Data Visualization"", ""Data Analysis"", ""Dashboard Design"", ""Qlik Sense"", ""Qlik View"", ""SQL"", ""Data Cleaning"", ""Customer Freight Data""]}']","{""key_words"": [""Data Visualization"", ""Data Analysis"", ""Dashboard Design"", ""Qlik Sense"", ""Qlik View"", ""SQL"", ""Data Cleaning"", ""Customer Freight Data""]}",8
1009064005524,EG America LLC,3.0,"Westborough, MA",5001 to 10000 Employees,Self-employed,Convenience Stores,Retail & Wholesale,$500 million to $1 billion (USD),2.9,2.6,2.7,2.5,2.7,2024-02-16,103289.0,MA,3427,Senior Data Analyst,"['{""key_words"": [""Data Analysis"", ""Data Cleansing"", ""Data Transformation"", ""Data Visualization"", ""Data Exploration"", ""Trend Analysis"", ""Statistical Modeling"", ""Machine Learning"", ""Generative AI"", ""R"", ""Python"", ""M"", ""DAX"", ""SQL"", ""Power BI"", ""Tableau"", ""Communication Skills"", ""Presentation Skills""]}']","{""key_words"": [""Data Analysis"", ""Data Cleansing"", ""Data Transformation"", ""Data Visualization"", ""Data Exploration"", ""Trend Analysis"", ""Statistical Modeling"", ""Machine Learning"", ""Generative AI"", ""R"", ""Python"", ""M"", ""DAX"", ""SQL"", ""Power BI"", ""Tableau"", ""Communication Skills"", ""Presentation Skills""]}",18
1008422662450,Kett Engineering Corporation,3.0,"Santa Clara, CA",501 to 1000 Employees,Company - Private,Accounting & Tax,Financial Services,$25 to $100 million (USD),2.7,2.4,2.6,2.4,3.4,2024-02-16,56160.0,CA,1744,Data Analyst,"['{""key_words"": [""classification"", ""analytical"", ""observational"", ""Excel"", ""Quip"", ""Jira"", ""Confluence"", ""JQL"", ""SQL"", ""MacOS""]}']","{""key_words"": [""classification"", ""analytical"", ""observational"", ""Excel"", ""Quip"", ""Jira"", ""Confluence"", ""JQL"", ""SQL"", ""MacOS""]}",10
1009128452598,Ariat International,3.7,"San Leandro, CA",201 to 500 Employees,Company - Private,Consumer Product Manufacturing,Manufacturing,$100 to $500 million (USD),3.6,3.7,3.7,3.6,3.5,2024-02-16,66560.0,CA,5152,Data Analyst,[')'],"{""key_words"": [""data analysis""]}",1
1009091550373,"Penda Aiken, Inc.",2.7,"Long Island City, NY",51 to 200 Employees,Company - Private,Staffing & Subcontracting,Human Resources & Staffing,$5 to $25 million (USD),2.4,2.7,2.3,2.4,3.3,2024-02-16,110240.0,NY,1633,Senior Data Analyst,"['{""key_words"": [""Data analysis"", ""MS Office"", ""Excel"", ""Access"", ""PowerPoint"", ""Programming language""]}']","{""key_words"": [""Data analysis"", ""MS Office"", ""Excel"", ""Access"", ""PowerPoint"", ""Programming language""]}",6
1009058905187,LifeBridge Health,3.5,"Baltimore, MD",10000+ Employees,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),3.3,3.0,3.4,3.0,3.4,2024-02-16,82887.0,MD,1691,Data Analyst,"['{""key_words"": [""SQL"", ""CCL"", ""Snowflake""]}']","{""key_words"": [""SQL"", ""CCL"", ""Snowflake""]}",3
1009115076507,LUCAS COUNTY JUVENILE JUSTICE CENTER,3.5,"Toledo, OH",51 to 200 Employees,Government,National Agencies,Government & Public Administration,$1 to $5 million (USD),2.7,3.6,3.0,2.9,3.5,2024-02-16,61068.8,OH,8792,Data Analyst,"['{""key_words"": [""statistical methods"", ""data and statistical measurement"", ""computer software"", ""Excel"", ""Access"", ""statistical programs"", ""publishing programs"", ""technical writing skills"", ""computer programming coding skills"", ""analytical skills"", ""problem-solving skills"", ""statistical software"", ""reporting skills"", ""data visualization skills"", ""Tableau"", ""Jupiter Notebook"", ""R"", ""Python"", ""SAS"", ""SQL"", ""Google Sheets""]}']","{""key_words"": [""statistical methods"", ""data and statistical measurement"", ""computer software"", ""Excel"", ""Access"", ""statistical programs"", ""publishing programs"", ""technical writing skills"", ""computer programming coding skills"", ""analytical skills"", ""problem-solving skills"", ""statistical software"", ""reporting skills"", ""data visualization skills"", ""Tableau"", ""Jupiter Notebook"", ""R"", ""Python"", ""SAS"", ""SQL"", ""Google Sheets""]}",21
1009113206225,TechnoKraft,,Remote,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,72800.0,Remote,3395,Data Analyst,['-:-'],"{""key_words"": [""data analysis""]}",1
1009126216285,Practising Law Institute,3.6,"New York, NY",201 to 500 Employees,Nonprofit Organization,Legal Services,Legal,$25 to $100 million (USD),2.9,3.7,3.7,3.4,4.0,2024-02-16,78000.0,NY,4876,Data Analyst,"['{""key_words"": [""data analysis"", ""data visualization"", ""KPIs"", ""PowerBI"", ""Excel"", ""Salesforce"", ""Google Analytics"", ""marketing data"", ""SQL"", ""Python"", ""R"", ""unit testing"", ""data flows""]}']","{""key_words"": [""data analysis"", ""data visualization"", ""KPIs"", ""PowerBI"", ""Excel"", ""Salesforce"", ""Google Analytics"", ""marketing data"", ""SQL"", ""Python"", ""R"", ""unit testing"", ""data flows""]}",13
1009076927719,USTSOL,3.9,United States,51 to 200 Employees,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),3.8,3.9,3.8,3.8,3.8,2024-02-16,85280.0,Remote,2009,Data Analyst,"['{""key_words"": [""Data analysis skills"", ""Data visualization"", ""SQL"", ""Qlik Sense"", ""Healthcare IT""]}']","{""key_words"": [""Data analysis skills"", ""Data visualization"", ""SQL"", ""Qlik Sense"", ""Healthcare IT""]}",5
1009128268643,MRI Analytics,,"Louisville, KY",Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,83200.0,KY,1947,Data Analyst,"['{""key_words"": [""MS Office"", ""Excel"", ""PowerPoint"", ""Word"", ""Outlook""]}']","{""key_words"": [""MS Office"", ""Excel"", ""PowerPoint"", ""Word"", ""Outlook""]}",5
1009049288360,Century Cabinets,2.8,"Alpharetta, GA",1 to 50 Employees,Company - Private,Consumer Product Manufacturing,Manufacturing,Less than $1 million (USD),2.8,2.9,3.2,2.6,2.9,2024-02-16,65587.0,GA,2591,Junior Data Analyst,"['{""key_words"": [""Data Analyst"", ""Data Warehousing"", ""Metrics"", ""KPI\'s"", ""Dashboard Design"", ""Power BI"", ""Stakeholders Management"", ""Data Integration"", ""Data Quality"", ""IT Tools and Processes"", ""Non-Technical Stakeholders"", ""Large Datasets"", ""Power BI"", ""Data Visualization"", ""Data Querying Languages"", ""SQL"", ""Microsoft Office 365""]}']","{""key_words"": [""Data Analyst"", ""Data Warehousing"", ""Metrics"", ""KPI"", ""Dashboard Design"", ""Power BI"", ""Stakeholders Management"", ""Data Integration"", ""Data Quality"", ""IT Tools and Processes"", ""Non-Technical Stakeholders"", ""Large Datasets"", ""Power BI"", ""Data Visualization"", ""Data Querying Languages"", ""SQL"", ""Microsoft Office 365""]}",17
1009107745516,DAn Solutions,4.2,"Reston, VA",51 to 200 Employees,Company - Private,National Agencies,Government & Public Administration,Unknown / Non-Applicable,3.9,4.0,4.3,4.1,4.2,2024-02-16,86129.0,VA,2941,Data Analyst,"['{""key_words"": [""Metrics Analysis"", ""Reporting"", ""Process Improvement"", ""Quality Assurance"", ""Analytical Skills"", ""Data Visualization"", ""Process Analysis"", ""Quality Assurance"", ""Communication"", ""Presentation Skills"", ""Problem-Solving"", ""Data Accuracy"", ""Data Analysis Software"", ""Spreadsheet Applications"", ""Business Intelligence Tools""]}']","{""key_words"": [""Metrics Analysis"", ""Reporting"", ""Process Improvement"", ""Quality Assurance"", ""Analytical Skills"", ""Data Visualization"", ""Process Analysis"", ""Quality Assurance"", ""Communication"", ""Presentation Skills"", ""Problem-Solving"", ""Data Accuracy"", ""Data Analysis Software"", ""Spreadsheet Applications"", ""Business Intelligence Tools""]}",15
1009122314416,Kaizen Dynamics,,North Chesterfield,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,93600.0,VA,2791,Data Analyst,"['{""key_words"": [""Data Analyst"", ""Data Migration"", ""data systems"", ""programs"", ""ad-hoc"", ""standing management"", ""customer requests"", ""data needs"", ""objectives"", ""Extraction"", ""cleaning"", ""transforming"", ""data analysis"", ""identification"", ""data quality"", ""data migration processes"", ""new product development"", ""data delivery"", ""presentation"", ""data visualization"", ""databases"", ""data collection systems"", ""data analytics"", ""data models"", ""database design"", ""data mining"", ""segmentation techniques"", ""reporting packages"", ""databases"", ""SQL"", ""programming languages"", ""Python"", ""R"", ""queries"", ""report writing"", ""presenting findings"", ""Microsoft Office"", ""Microsoft Excel""]}']","{""key_words"": [""Data Analyst"", ""Data Migration"", ""data systems"", ""programs"", ""ad-hoc"", ""standing management"", ""customer requests"", ""data needs"", ""objectives"", ""Extraction"", ""cleaning"", ""transforming"", ""data analysis"", ""identification"", ""data quality"", ""data migration processes"", ""new product development"", ""data delivery"", ""presentation"", ""data visualization"", ""databases"", ""data collection systems"", ""data analytics"", ""data models"", ""database design"", ""data mining"", ""segmentation techniques"", ""reporting packages"", ""databases"", ""SQL"", ""programming languages"", ""Python"", ""R"", ""queries"", ""report writing"", ""presenting findings"", ""Microsoft Office"", ""Microsoft Excel""]}",38
1009067772829,"Digital Infuzion, Inc",3.5,"Rockville, MD",51 to 200 Employees,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),3.4,3.7,3.9,3.5,3.5,2024-02-16,92142.0,MD,5683,Data Analyst,"['{""key_words"": [""data analysis"", ""clinical trial data"", ""data visualization"", ""dashboard"", ""Tableau"", ""data quality"", ""trend analysis"", ""reporting"", ""communication"", ""documentation"", ""clinical trial data analysis"", ""data management"", ""data repositories"", ""regulatory requirements""]}']","{""key_words"": [""data analysis"", ""clinical trial data"", ""data visualization"", ""dashboard"", ""Tableau"", ""data quality"", ""trend analysis"", ""reporting"", ""communication"", ""documentation"", ""clinical trial data analysis"", ""data management"", ""data repositories"", ""regulatory requirements""]}",14
1009078489930,"Business Management Associates, Inc.",3.4,"Washington, DC",51 to 200 Employees,Company - Private,National Agencies,Government & Public Administration,$5 to $25 million (USD),2.6,3.1,3.0,2.9,2.9,2024-02-16,74329.0,DC,2582,Data Analyst,"['{""key_words"": [""data analysis""]}']","{""key_words"": [""data analysis""]}",1
1009128294922,Freedom Home Health and Hospice,2.4,"Marysville, CA",1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown / Non-Applicable,1.9,2.0,3.3,2.9,2.8,2024-02-16,66492.0,CA,1530,Data Analyst,"['{""key_words"": [""data processing""]}']","{""key_words"": [""data processing""]}",1
1009003860614,Elder Research Inc,4.4,"Charlottesville, VA",51 to 200 Employees,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),4.1,3.8,4.5,4.1,4.8,2024-02-16,72558.0,VA,3804,Data Analyst,"['{""key_words"": [""Data Science"", ""Python"", ""R"", ""Microsoft Power BI"", ""Tableau"", ""descriptive statistics"", ""data analysis"", ""unsupervised algorithms"", ""supervised algorithms"", ""SQL"", ""AWS"", ""Google Cloud"", ""Microsoft Azure"", ""Git""]}']","{""key_words"": [""Data Science"", ""Python"", ""R"", ""Microsoft Power BI"", ""Tableau"", ""descriptive statistics"", ""data analysis"", ""unsupervised algorithms"", ""supervised algorithms"", ""SQL"", ""AWS"", ""Google Cloud"", ""Microsoft Azure"", ""Git""]}",14
1009100393558,Read Better Be Better,4.5,"Phoenix, AZ",1 to 50 Employees,Nonprofit Organization,Unknown,Unknown,Unknown / Non-Applicable,3.0,4.0,5.0,4.0,4.0,2024-02-16,50000.0,AZ,4922,Data Analyst,"['{""key_words"": [""Data Analysis"", ""Data Manipulation"", ""Data Visualization"", ""Descriptive Statistics"", ""Inferential Statistics"", ""Python"", ""R"", ""SQL"", ""Power BI"", ""Tableau"", ""Looker""]}']","{""key_words"": [""Data Analysis"", ""Data Manipulation"", ""Data Visualization"", ""Descriptive Statistics"", ""Inferential Statistics"", ""Python"", ""R"", ""SQL"", ""Power BI"", ""Tableau"", ""Looker""]}",11
1009119474185,Kubota Tractor Corp,3.6,"Grapevine, TX",1001 to 5000 Employees,Company - Private,Machinery Manufacturing,Manufacturing,$5 to $10 billion (USD),3.3,3.3,3.2,3.1,3.3,2024-02-16,59783.0,TX,3381,Senior Data Analyst,"['{""key_words"": [""Data Analytics"", ""Report Development"", ""Quality Control"", ""Product Management"", ""BI"", ""Data Visualization"", ""SQL"", ""Data Extraction"", ""Data Manipulation"", ""SQL/PL SQL"", ""Query Optimization"", ""SIT/UAT"", ""Data Quality"", ""SQL Code"", ""Advanced Excel"", ""Advanced SQL"", ""Procedures"", ""Functions"", ""Tables"", ""Views"", ""Indexes"", ""Sub Queries"", ""Conditional Joins"", ""Case Statements""]}']","{""key_words"": [""Data Analytics"", ""Report Development"", ""Quality Control"", ""Product Management"", ""BI"", ""Data Visualization"", ""SQL"", ""Data Extraction"", ""Data Manipulation"", ""SQL/PL SQL"", ""Query Optimization"", ""SIT/UAT"", ""Data Quality"", ""SQL Code"", ""Advanced Excel"", ""Advanced SQL"", ""Procedures"", ""Functions"", ""Tables"", ""Views"", ""Indexes"", ""Sub Queries"", ""Conditional Joins"", ""Case Statements""]}",24
1009086295250,StackCloud AI,,"Charlotte, NC",Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,104000.0,NC,1674,Data Analyst,"['{""key_words"": [""data analytics"", ""statistical techniques"", ""databases"", ""data collection systems"", ""data mining"", ""segmentation techniques"", ""reporting packages"", ""Business Objects"", ""databases"", ""SQL"", ""programming"", ""XML"", ""Javascript"", ""ETL frameworks"", ""statistics"", ""statistical packages"", ""Excel"", ""SPSS"", ""SAS"", ""analystical skill"", ""queries"", ""report writing"", ""findings""]}']","{""key_words"": [""data analytics"", ""statistical techniques"", ""databases"", ""data collection systems"", ""data mining"", ""segmentation techniques"", ""reporting packages"", ""Business Objects"", ""databases"", ""SQL"", ""programming"", ""XML"", ""Javascript"", ""ETL frameworks"", ""statistics"", ""statistical packages"", ""Excel"", ""SPSS"", ""SAS"", ""analystical skill"", ""queries"", ""report writing"", ""findings""]}",23
1009080658950,VeriCour,,"Denver, CO",1 to 50 Employees,Company - Private,Unknown,Unknown,Less than $1 million (USD),,,,,,2024-02-16,115000.0,CO,2514,Data Analyst,"['{""key_words"": [""Spotfire"", ""data visualization"", ""SQL"", ""R"", ""Python""]}']","{""key_words"": [""Spotfire"", ""data visualization"", ""SQL"", ""R"", ""Python""]}",5
1009087915111,Consolidated Food Co.,,"Westlake, OH",Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,70282.0,OH,3722,Data Analyst,"['{""key_words"": [""AWS QuickSight"", ""Agile"", ""Business Intelligence"", ""Tableau""]}']","{""key_words"": [""AWS QuickSight"", ""Agile"", ""Business Intelligence"", ""Tableau""]}",4
1009001890724,Thompson Consulting Services,4.3,"Maitland, FL",Unknown,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,3.1,3.5,3.7,3.7,2.4,2024-02-16,43680.0,FL,3251,Data Analyst,"['{""key_words"": [""data analysis"", ""data management"", ""data quality assurance"", ""data reporting"", ""data visualization"", ""data entry"", ""data interpretation"", ""data troubleshooting"", ""Microsoft Excel"", ""Microsoft Power Query"", ""pivot tables"", ""formula manipulation"", ""Xlookup"", ""IFS statements"", ""concatenations""]}']","{""key_words"": [""data analysis"", ""data management"", ""data quality assurance"", ""data reporting"", ""data visualization"", ""data entry"", ""data interpretation"", ""data troubleshooting"", ""Microsoft Excel"", ""Microsoft Power Query"", ""pivot tables"", ""formula manipulation"", ""Xlookup"", ""IFS statements"", ""concatenations""]}",15
1009070149624,Partners In Development Foundation,4.7,"Honolulu, HI",201 to 500 Employees,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO,$5 to $25 million (USD),4.1,4.1,4.9,4.6,4.1,2024-02-16,41600.0,HI,6306,Data Analyst,"['{""key_words"": [""quantitative research"", ""data collection"", ""data management"", ""data analysis"", ""reporting"", ""project management"", ""data visualization"", ""infographics"", ""dashboards"", ""literature reviews"", ""Excel"", ""MS Office"", ""PowerPoint""]}']","{""key_words"": [""quantitative research"", ""data collection"", ""data management"", ""data analysis"", ""reporting"", ""project management"", ""data visualization"", ""infographics"", ""dashboards"", ""literature reviews"", ""Excel"", ""MS Office"", ""PowerPoint""]}",13
1008819305372,SteadyMD,3.8,"Saint Louis, MO",51 to 200 Employees,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.7,3.5,3.7,3.4,3.9,2024-02-16,97500.0,MO,4691,Senior Data Analyst,"['{""key_words"": [""data analysis"", ""data improvements"", ""ETLs"", ""query optimization techniques"", ""Looker"", ""Tableau"", ""dense datasets"", ""SQL"", ""Python""]}']","{""key_words"": [""data analysis"", ""data improvements"", ""ETLs"", ""query optimization techniques"", ""Looker"", ""Tableau"", ""dense datasets"", ""SQL"", ""Python""]}",9
1009079280221,Cilable,,"Richmond, VA",1 to 50 Employees,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,114400.0,VA,2025,Data Analyst,"['{""key_words"": [""SQL queries"", ""data manipulation"", ""report development"", ""BI tools""]}']","{""key_words"": [""SQL queries"", ""data manipulation"", ""report development"", ""BI tools""]}",4
